Index,Vertices,Partial Domination Fraction,Smallest Set Size,Occurrences,Example Set,Max Minimal Set Size,Gamma - Gamma,Edges,Max Degree,Number of Leaves,Is Unique,Excel Row
10609,14,2/3,3,9,"(0, 2, 5)",6,3,"[(0, 1), (0, 4), (0, 7), (0, 10), (0, 12), (1, 2), (2, 3), (4, 5), (5, 6), (7, 8), (7, 9), (10, 11), (12, 13)]",5,6,False,10611
10610,14,1/3,1,1,"(0,)",3,2,"[(0, 1), (0, 4), (0, 7), (0, 10), (0, 12), (0, 13), (1, 2), (2, 3), (4, 5), (5, 6), (7, 8), (7, 9), (10, 11)]",6,7,True,10612
10611,14,2/3,3,33,"(0, 1, 5)",6,3,"[(0, 1), (0, 4), (0, 7), (0, 10), (0, 12), (0, 13), (1, 2), (2, 3), (4, 5), (5, 6), (7, 8), (7, 9), (10, 11)]",6,7,False,10613
10612,14,1/3,1,1,"(0,)",4,3,"[(0, 1), (0, 4), (0, 7), (0, 10), (0, 11), (0, 12), (0, 13), (1, 2), (2, 3), (4, 5), (5, 6), (7, 8), (7, 9)]",7,8,True,10614
10613,14,2/3,2,5,"(0, 2)",7,5,"[(0, 1), (0, 4), (0, 7), (0, 10), (0, 11), (0, 12), (0, 13), (1, 2), (2, 3), (4, 5), (5, 6), (7, 8), (7, 9)]",7,8,False,10615
10614,14,1/3,1,1,"(0,)",3,2,"[(0, 1), (0, 4), (0, 7), (0, 9), (0, 11), (0, 13), (1, 2), (2, 3), (4, 5), (5, 6), (7, 8), (9, 10), (11, 12)]",6,6,True,10616
10615,14,2/3,3,32,"(0, 1, 5)",6,3,"[(0, 1), (0, 4), (0, 7), (0, 9), (0, 11), (0, 13), (1, 2), (2, 3), (4, 5), (5, 6), (7, 8), (9, 10), (11, 12)]",6,6,False,10617
10616,14,1/3,1,1,"(0,)",3,2,"[(0, 1), (0, 4), (0, 7), (0, 9), (0, 11), (0, 12), (0, 13), (1, 2), (2, 3), (4, 5), (5, 6), (7, 8), (9, 10)]",7,7,True,10618
10617,14,2/3,2,4,"(0, 2)",7,5,"[(0, 1), (0, 4), (0, 7), (0, 9), (0, 11), (0, 12), (0, 13), (1, 2), (2, 3), (4, 5), (5, 6), (7, 8), (9, 10)]",7,7,False,10619
10618,14,1/3,1,1,"(0,)",4,3,"[(0, 1), (0, 4), (0, 7), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (1, 2), (2, 3), (4, 5), (5, 6), (7, 8)]",8,8,True,10620
10619,14,2/3,2,8,"(0, 1)",7,5,"[(0, 1), (0, 4), (0, 7), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (1, 2), (2, 3), (4, 5), (5, 6), (7, 8)]",8,8,False,10621
10620,14,1/3,1,1,"(0,)",4,3,"[(0, 1), (0, 4), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (1, 2), (2, 3), (4, 5), (5, 6)]",9,9,True,10622
10621,14,2/3,1,1,"(0,)",8,7,"[(0, 1), (0, 4), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (1, 2), (2, 3), (4, 5), (5, 6)]",9,9,True,10623
10622,14,1/3,1,1,"(4,)",4,3,"[(0, 1), (0, 4), (1, 2), (2, 3), (4, 5), (4, 6), (4, 7), (4, 8), (4, 9), (4, 10), (4, 11), (4, 12), (4, 13)]",10,10,True,10624
10623,14,2/3,1,1,"(4,)",9,8,"[(0, 1), (0, 4), (1, 2), (2, 3), (4, 5), (4, 6), (4, 7), (4, 8), (4, 9), (4, 10), (4, 11), (4, 12), (4, 13)]",10,10,True,10625
10624,14,1/3,1,1,"(4,)",4,3,"[(0, 1), (0, 4), (0, 13), (1, 2), (2, 3), (4, 5), (4, 6), (4, 7), (4, 8), (4, 9), (4, 10), (4, 11), (4, 12)]",9,10,True,10626
10625,14,2/3,1,1,"(4,)",8,7,"[(0, 1), (0, 4), (0, 13), (1, 2), (2, 3), (4, 5), (4, 6), (4, 7), (4, 8), (4, 9), (4, 10), (4, 11), (4, 12)]",9,10,True,10627
10626,14,1/3,1,1,"(4,)",4,3,"[(0, 1), (0, 4), (0, 12), (1, 2), (2, 3), (4, 5), (4, 6), (4, 7), (4, 8), (4, 9), (4, 10), (4, 11), (12, 13)]",8,9,True,10628
10627,14,2/3,2,6,"(0, 4)",8,6,"[(0, 1), (0, 4), (0, 12), (1, 2), (2, 3), (4, 5), (4, 6), (4, 7), (4, 8), (4, 9), (4, 10), (4, 11), (12, 13)]",8,9,False,10629
10628,14,1/3,1,2,"(0,)",4,3,"[(0, 1), (0, 4), (0, 12), (0, 13), (1, 2), (2, 3), (4, 5), (4, 6), (4, 7), (4, 8), (4, 9), (4, 10), (4, 11)]",8,10,False,10630
10629,14,2/3,2,6,"(0, 4)",8,6,"[(0, 1), (0, 4), (0, 12), (0, 13), (1, 2), (2, 3), (4, 5), (4, 6), (4, 7), (4, 8), (4, 9), (4, 10), (4, 11)]",8,10,False,10631
10630,14,1/3,1,1,"(4,)",4,3,"[(0, 1), (0, 4), (0, 11), (1, 2), (2, 3), (4, 5), (4, 6), (4, 7), (4, 8), (4, 9), (4, 10), (11, 12), (11, 13)]",7,9,True,10632
10631,14,2/3,2,7,"(0, 4)",8,6,"[(0, 1), (0, 4), (0, 11), (1, 2), (2, 3), (4, 5), (4, 6), (4, 7), (4, 8), (4, 9), (4, 10), (11, 12), (11, 13)]",7,9,False,10633
10632,14,1/3,1,2,"(0,)",4,3,"[(0, 1), (0, 4), (0, 11), (0, 13), (1, 2), (2, 3), (4, 5), (4, 6), (4, 7), (4, 8), (4, 9), (4, 10), (11, 12)]",7,9,False,10634
10633,14,2/3,2,6,"(0, 4)",7,5,"[(0, 1), (0, 4), (0, 11), (0, 13), (1, 2), (2, 3), (4, 5), (4, 6), (4, 7), (4, 8), (4, 9), (4, 10), (11, 12)]",7,9,False,10635
10634,14,1/3,1,2,"(0,)",4,3,"[(0, 1), (0, 4), (0, 11), (0, 12), (0, 13), (1, 2), (2, 3), (4, 5), (4, 6), (4, 7), (4, 8), (4, 9), (4, 10)]",7,10,False,10636
10635,14,2/3,2,4,"(0, 4)",8,6,"[(0, 1), (0, 4), (0, 11), (0, 12), (0, 13), (1, 2), (2, 3), (4, 5), (4, 6), (4, 7), (4, 8), (4, 9), (4, 10)]",7,10,False,10637
10636,14,1/3,1,2,"(4,)",4,3,"[(0, 1), (0, 4), (0, 10), (1, 2), (2, 3), (4, 5), (4, 6), (4, 7), (4, 8), (4, 9), (10, 11), (10, 12), (10, 13)]",6,9,False,10638
10637,14,2/3,2,2,"(2, 4)",8,6,"[(0, 1), (0, 4), (0, 10), (1, 2), (2, 3), (4, 5), (4, 6), (4, 7), (4, 8), (4, 9), (10, 11), (10, 12), (10, 13)]",6,9,False,10639
10638,14,1/3,1,2,"(0,)",4,3,"[(0, 1), (0, 4), (0, 10), (0, 13), (1, 2), (2, 3), (4, 5), (4, 6), (4, 7), (4, 8), (4, 9), (10, 11), (10, 12)]",6,9,False,10640
10639,14,2/3,2,3,"(0, 4)",7,5,"[(0, 1), (0, 4), (0, 10), (0, 13), (1, 2), (2, 3), (4, 5), (4, 6), (4, 7), (4, 8), (4, 9), (10, 11), (10, 12)]",6,9,False,10641
10640,14,1/3,1,2,"(0,)",4,3,"[(0, 1), (0, 4), (0, 10), (0, 12), (1, 2), (2, 3), (4, 5), (4, 6), (4, 7), (4, 8), (4, 9), (10, 11), (12, 13)]",6,8,False,10642
10641,14,2/3,2,2,"(0, 4)",7,5,"[(0, 1), (0, 4), (0, 10), (0, 12), (1, 2), (2, 3), (4, 5), (4, 6), (4, 7), (4, 8), (4, 9), (10, 11), (12, 13)]",6,8,False,10643
10642,14,1/3,1,2,"(0,)",4,3,"[(0, 1), (0, 4), (0, 10), (0, 12), (0, 13), (1, 2), (2, 3), (4, 5), (4, 6), (4, 7), (4, 8), (4, 9), (10, 11)]",6,9,False,10644
10643,14,2/3,2,2,"(0, 4)",7,5,"[(0, 1), (0, 4), (0, 10), (0, 12), (0, 13), (1, 2), (2, 3), (4, 5), (4, 6), (4, 7), (4, 8), (4, 9), (10, 11)]",6,9,False,10645
10644,14,1/3,1,2,"(0,)",4,3,"[(0, 1), (0, 4), (0, 10), (0, 11), (0, 12), (0, 13), (1, 2), (2, 3), (4, 5), (4, 6), (4, 7), (4, 8), (4, 9)]",6,10,False,10646
10645,14,2/3,2,2,"(0, 4)",8,6,"[(0, 1), (0, 4), (0, 10), (0, 11), (0, 12), (0, 13), (1, 2), (2, 3), (4, 5), (4, 6), (4, 7), (4, 8), (4, 9)]",6,10,False,10647
10646,14,1/3,1,2,"(4,)",4,3,"[(0, 1), (0, 4), (0, 9), (1, 2), (2, 3), (4, 5), (4, 6), (4, 7), (4, 8), (9, 10), (9, 11), (9, 12), (9, 13)]",5,9,False,10648
10647,14,2/3,2,1,"(4, 9)",8,6,"[(0, 1), (0, 4), (0, 9), (1, 2), (2, 3), (4, 5), (4, 6), (4, 7), (4, 8), (9, 10), (9, 11), (9, 12), (9, 13)]",5,9,True,10649
10648,14,1/3,1,3,"(0,)",4,3,"[(0, 1), (0, 4), (0, 9), (0, 13), (1, 2), (2, 3), (4, 5), (4, 6), (4, 7), (4, 8), (9, 10), (9, 11), (9, 12)]",5,9,False,10650
10649,14,2/3,2,1,"(4, 9)",7,5,"[(0, 1), (0, 4), (0, 9), (0, 13), (1, 2), (2, 3), (4, 5), (4, 6), (4, 7), (4, 8), (9, 10), (9, 11), (9, 12)]",5,9,True,10651
10650,14,1/3,1,2,"(0,)",4,3,"[(0, 1), (0, 4), (0, 9), (0, 12), (1, 2), (2, 3), (4, 5), (4, 6), (4, 7), (4, 8), (9, 10), (9, 11), (12, 13)]",5,8,False,10652
10651,14,2/3,3,29,"(0, 1, 4)",7,4,"[(0, 1), (0, 4), (0, 9), (0, 12), (1, 2), (2, 3), (4, 5), (4, 6), (4, 7), (4, 8), (9, 10), (9, 11), (12, 13)]",5,8,False,10653
10652,14,1/3,1,2,"(0,)",4,3,"[(0, 1), (0, 4), (0, 9), (0, 12), (0, 13), (1, 2), (2, 3), (4, 5), (4, 6), (4, 7), (4, 8), (9, 10), (9, 11)]",5,9,False,10654
10653,14,2/3,2,1,"(0, 4)",7,5,"[(0, 1), (0, 4), (0, 9), (0, 12), (0, 13), (1, 2), (2, 3), (4, 5), (4, 6), (4, 7), (4, 8), (9, 10), (9, 11)]",5,9,True,10655
10654,14,1/3,1,2,"(0,)",4,3,"[(0, 1), (0, 4), (0, 9), (0, 11), (0, 13), (1, 2), (2, 3), (4, 5), (4, 6), (4, 7), (4, 8), (9, 10), (11, 12)]",5,8,False,10656
10655,14,2/3,2,1,"(0, 4)",7,5,"[(0, 1), (0, 4), (0, 9), (0, 11), (0, 13), (1, 2), (2, 3), (4, 5), (4, 6), (4, 7), (4, 8), (9, 10), (11, 12)]",5,8,True,10657
10656,14,1/3,1,2,"(0,)",4,3,"[(0, 1), (0, 4), (0, 9), (0, 11), (0, 12), (0, 13), (1, 2), (2, 3), (4, 5), (4, 6), (4, 7), (4, 8), (9, 10)]",6,9,False,10658
10657,14,2/3,2,1,"(0, 4)",7,5,"[(0, 1), (0, 4), (0, 9), (0, 11), (0, 12), (0, 13), (1, 2), (2, 3), (4, 5), (4, 6), (4, 7), (4, 8), (9, 10)]",6,9,True,10659
10658,14,1/3,1,2,"(0,)",4,3,"[(0, 1), (0, 4), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (1, 2), (2, 3), (4, 5), (4, 6), (4, 7), (4, 8)]",7,10,False,10660
10659,14,2/3,2,3,"(0, 2)",8,6,"[(0, 1), (0, 4), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (1, 2), (2, 3), (4, 5), (4, 6), (4, 7), (4, 8)]",7,10,False,10661
10660,14,1/3,1,3,"(0,)",3,2,"[(0, 1), (0, 4), (0, 8), (0, 12), (1, 2), (2, 3), (4, 5), (4, 6), (4, 7), (8, 9), (8, 10), (8, 11), (12, 13)]",4,8,False,10662
10661,14,2/3,3,20,"(0, 2, 4)",7,4,"[(0, 1), (0, 4), (0, 8), (0, 12), (1, 2), (2, 3), (4, 5), (4, 6), (4, 7), (8, 9), (8, 10), (8, 11), (12, 13)]",4,8,False,10663
10662,14,1/3,1,3,"(0,)",3,2,"[(0, 1), (0, 4), (0, 8), (0, 12), (0, 13), (1, 2), (2, 3), (4, 5), (4, 6), (4, 7), (8, 9), (8, 10), (8, 11)]",5,9,False,10664
10663,14,2/3,3,24,"(0, 1, 4)",7,4,"[(0, 1), (0, 4), (0, 8), (0, 12), (0, 13), (1, 2), (2, 3), (4, 5), (4, 6), (4, 7), (8, 9), (8, 10), (8, 11)]",5,9,False,10665
10664,14,1/3,1,2,"(0,)",3,2,"[(0, 1), (0, 4), (0, 8), (0, 11), (1, 2), (2, 3), (4, 5), (4, 6), (4, 7), (8, 9), (8, 10), (11, 12), (11, 13)]",4,8,False,10666
10665,14,2/3,3,20,"(0, 2, 4)",7,4,"[(0, 1), (0, 4), (0, 8), (0, 11), (1, 2), (2, 3), (4, 5), (4, 6), (4, 7), (8, 9), (8, 10), (11, 12), (11, 13)]",4,8,False,10667
10666,14,1/3,1,2,"(0,)",3,2,"[(0, 1), (0, 4), (0, 8), (0, 11), (0, 13), (1, 2), (2, 3), (4, 5), (4, 6), (4, 7), (8, 9), (8, 10), (11, 12)]",5,8,False,10668
10667,14,2/3,3,19,"(0, 1, 4)",6,3,"[(0, 1), (0, 4), (0, 8), (0, 11), (0, 13), (1, 2), (2, 3), (4, 5), (4, 6), (4, 7), (8, 9), (8, 10), (11, 12)]",5,8,False,10669
10668,14,1/3,1,2,"(0,)",3,2,"[(0, 1), (0, 4), (0, 8), (0, 11), (0, 12), (0, 13), (1, 2), (2, 3), (4, 5), (4, 6), (4, 7), (8, 9), (8, 10)]",6,9,False,10670
10669,14,2/3,2,1,"(0, 4)",7,5,"[(0, 1), (0, 4), (0, 8), (0, 11), (0, 12), (0, 13), (1, 2), (2, 3), (4, 5), (4, 6), (4, 7), (8, 9), (8, 10)]",6,9,True,10671
10670,14,1/3,1,2,"(0,)",3,2,"[(0, 1), (0, 4), (0, 8), (0, 10), (0, 12), (1, 2), (2, 3), (4, 5), (4, 6), (4, 7), (8, 9), (10, 11), (12, 13)]",5,7,False,10672
10671,14,2/3,3,15,"(0, 1, 4)",6,3,"[(0, 1), (0, 4), (0, 8), (0, 10), (0, 12), (1, 2), (2, 3), (4, 5), (4, 6), (4, 7), (8, 9), (10, 11), (12, 13)]",5,7,False,10673
10672,14,1/3,1,2,"(0,)",3,2,"[(0, 1), (0, 4), (0, 8), (0, 10), (0, 12), (0, 13), (1, 2), (2, 3), (4, 5), (4, 6), (4, 7), (8, 9), (10, 11)]",6,8,False,10674
10673,14,2/3,2,1,"(0, 4)",7,5,"[(0, 1), (0, 4), (0, 8), (0, 10), (0, 12), (0, 13), (1, 2), (2, 3), (4, 5), (4, 6), (4, 7), (8, 9), (10, 11)]",6,8,True,10675
10674,14,1/3,1,2,"(0,)",4,3,"[(0, 1), (0, 4), (0, 8), (0, 10), (0, 11), (0, 12), (0, 13), (1, 2), (2, 3), (4, 5), (4, 6), (4, 7), (8, 9)]",7,9,False,10676
10675,14,2/3,2,3,"(0, 2)",7,5,"[(0, 1), (0, 4), (0, 8), (0, 10), (0, 11), (0, 12), (0, 13), (1, 2), (2, 3), (4, 5), (4, 6), (4, 7), (8, 9)]",7,9,False,10677
10676,14,1/3,1,2,"(0,)",4,3,"[(0, 1), (0, 4), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (1, 2), (2, 3), (4, 5), (4, 6), (4, 7)]",8,10,False,10678
10677,14,2/3,2,7,"(0, 1)",8,6,"[(0, 1), (0, 4), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (1, 2), (2, 3), (4, 5), (4, 6), (4, 7)]",8,10,False,10679
10678,14,1/3,1,1,"(0,)",3,2,"[(0, 1), (0, 4), (0, 7), (0, 10), (0, 13), (1, 2), (2, 3), (4, 5), (4, 6), (7, 8), (7, 9), (10, 11), (10, 12)]",5,8,True,10680
10679,14,2/3,3,13,"(0, 2, 4)",6,3,"[(0, 1), (0, 4), (0, 7), (0, 10), (0, 13), (1, 2), (2, 3), (4, 5), (4, 6), (7, 8), (7, 9), (10, 11), (10, 12)]",5,8,False,10681
10680,14,1/3,1,1,"(0,)",3,2,"[(0, 1), (0, 4), (0, 7), (0, 10), (0, 12), (1, 2), (2, 3), (4, 5), (4, 6), (7, 8), (7, 9), (10, 11), (12, 13)]",5,7,True,10682
10681,14,2/3,3,6,"(0, 2, 4)",6,3,"[(0, 1), (0, 4), (0, 7), (0, 10), (0, 12), (1, 2), (2, 3), (4, 5), (4, 6), (7, 8), (7, 9), (10, 11), (12, 13)]",5,7,False,10683
10682,14,1/3,1,1,"(0,)",3,2,"[(0, 1), (0, 4), (0, 7), (0, 10), (0, 12), (0, 13), (1, 2), (2, 3), (4, 5), (4, 6), (7, 8), (7, 9), (10, 11)]",6,8,True,10684
10683,14,2/3,3,28,"(0, 1, 4)",6,3,"[(0, 1), (0, 4), (0, 7), (0, 10), (0, 12), (0, 13), (1, 2), (2, 3), (4, 5), (4, 6), (7, 8), (7, 9), (10, 11)]",6,8,False,10685
10684,14,1/3,1,1,"(0,)",4,3,"[(0, 1), (0, 4), (0, 7), (0, 10), (0, 11), (0, 12), (0, 13), (1, 2), (2, 3), (4, 5), (4, 6), (7, 8), (7, 9)]",7,9,True,10686
10685,14,2/3,2,4,"(0, 2)",7,5,"[(0, 1), (0, 4), (0, 7), (0, 10), (0, 11), (0, 12), (0, 13), (1, 2), (2, 3), (4, 5), (4, 6), (7, 8), (7, 9)]",7,9,False,10687
10686,14,1/3,1,1,"(0,)",3,2,"[(0, 1), (0, 4), (0, 7), (0, 9), (0, 11), (0, 13), (1, 2), (2, 3), (4, 5), (4, 6), (7, 8), (9, 10), (11, 12)]",6,7,True,10688
10687,14,2/3,3,25,"(0, 1, 4)",6,3,"[(0, 1), (0, 4), (0, 7), (0, 9), (0, 11), (0, 13), (1, 2), (2, 3), (4, 5), (4, 6), (7, 8), (9, 10), (11, 12)]",6,7,False,10689
10688,14,1/3,1,1,"(0,)",3,2,"[(0, 1), (0, 4), (0, 7), (0, 9), (0, 11), (0, 12), (0, 13), (1, 2), (2, 3), (4, 5), (4, 6), (7, 8), (9, 10)]",7,8,True,10690
10689,14,2/3,2,3,"(0, 2)",7,5,"[(0, 1), (0, 4), (0, 7), (0, 9), (0, 11), (0, 12), (0, 13), (1, 2), (2, 3), (4, 5), (4, 6), (7, 8), (9, 10)]",7,8,False,10691
10690,14,1/3,1,1,"(0,)",4,3,"[(0, 1), (0, 4), (0, 7), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (1, 2), (2, 3), (4, 5), (4, 6), (7, 8)]",8,9,True,10692
10691,14,2/3,2,8,"(0, 1)",7,5,"[(0, 1), (0, 4), (0, 7), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (1, 2), (2, 3), (4, 5), (4, 6), (7, 8)]",8,9,False,10693
10692,14,1/3,1,1,"(0,)",4,3,"[(0, 1), (0, 4), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (1, 2), (2, 3), (4, 5), (4, 6)]",9,10,True,10694
10693,14,2/3,1,1,"(0,)",8,7,"[(0, 1), (0, 4), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (1, 2), (2, 3), (4, 5), (4, 6)]",9,10,True,10695
10694,14,1/3,1,1,"(0,)",3,2,"[(0, 1), (0, 4), (0, 6), (0, 8), (0, 10), (0, 12), (1, 2), (2, 3), (4, 5), (6, 7), (8, 9), (10, 11), (12, 13)]",6,6,True,10696
10695,14,2/3,3,20,"(0, 2, 4)",5,2,"[(0, 1), (0, 4), (0, 6), (0, 8), (0, 10), (0, 12), (1, 2), (2, 3), (4, 5), (6, 7), (8, 9), (10, 11), (12, 13)]",6,6,False,10697
10696,14,1/3,1,1,"(0,)",3,2,"[(0, 1), (0, 4), (0, 6), (0, 8), (0, 10), (0, 12), (0, 13), (1, 2), (2, 3), (4, 5), (6, 7), (8, 9), (10, 11)]",7,7,True,10698
10697,14,2/3,2,2,"(0, 2)",6,4,"[(0, 1), (0, 4), (0, 6), (0, 8), (0, 10), (0, 12), (0, 13), (1, 2), (2, 3), (4, 5), (6, 7), (8, 9), (10, 11)]",7,7,False,10699
10698,14,1/3,1,1,"(0,)",4,3,"[(0, 1), (0, 4), (0, 6), (0, 8), (0, 10), (0, 11), (0, 12), (0, 13), (1, 2), (2, 3), (4, 5), (6, 7), (8, 9)]",8,8,True,10700
10699,14,2/3,2,9,"(0, 1)",7,5,"[(0, 1), (0, 4), (0, 6), (0, 8), (0, 10), (0, 11), (0, 12), (0, 13), (1, 2), (2, 3), (4, 5), (6, 7), (8, 9)]",8,8,False,10701
10700,14,1/3,1,1,"(0,)",4,3,"[(0, 1), (0, 4), (0, 6), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (1, 2), (2, 3), (4, 5), (6, 7)]",9,9,True,10702
10701,14,2/3,1,1,"(0,)",8,7,"[(0, 1), (0, 4), (0, 6), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (1, 2), (2, 3), (4, 5), (6, 7)]",9,9,True,10703
10702,14,1/3,1,1,"(0,)",4,3,"[(0, 1), (0, 4), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (1, 2), (2, 3), (4, 5)]",10,10,True,10704
10703,14,2/3,1,1,"(0,)",8,7,"[(0, 1), (0, 4), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (1, 2), (2, 3), (4, 5)]",10,10,True,10705
10704,14,1/3,1,1,"(1,)",4,3,"[(0, 1), (0, 12), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 8), (1, 9), (1, 10), (1, 11), (12, 13)]",11,11,True,10706
10705,14,2/3,1,1,"(1,)",9,8,"[(0, 1), (0, 12), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 8), (1, 9), (1, 10), (1, 11), (12, 13)]",11,11,True,10707
10706,14,1/3,1,1,"(1,)",4,3,"[(0, 1), (0, 11), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 8), (1, 9), (1, 10), (11, 12), (11, 13)]",10,11,True,10708
10707,14,2/3,1,1,"(1,)",9,8,"[(0, 1), (0, 11), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 8), (1, 9), (1, 10), (11, 12), (11, 13)]",10,11,True,10709
10708,14,1/3,1,1,"(1,)",4,3,"[(0, 1), (0, 11), (0, 13), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 8), (1, 9), (1, 10), (11, 12)]",10,11,True,10710
10709,14,2/3,1,1,"(1,)",9,8,"[(0, 1), (0, 11), (0, 13), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 8), (1, 9), (1, 10), (11, 12)]",10,11,True,10711
10710,14,1/3,1,2,"(1,)",4,3,"[(0, 1), (0, 10), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 8), (1, 9), (10, 11), (10, 12), (10, 13)]",9,11,False,10712
10711,14,2/3,1,1,"(1,)",8,7,"[(0, 1), (0, 10), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 8), (1, 9), (10, 11), (10, 12), (10, 13)]",9,11,True,10713
10712,14,1/3,1,1,"(1,)",4,3,"[(0, 1), (0, 10), (0, 13), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 8), (1, 9), (10, 11), (10, 12)]",9,11,True,10714
10713,14,2/3,1,1,"(1,)",8,7,"[(0, 1), (0, 10), (0, 13), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 8), (1, 9), (10, 11), (10, 12)]",9,11,True,10715
10714,14,1/3,1,1,"(1,)",4,3,"[(0, 1), (0, 10), (0, 12), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 8), (1, 9), (10, 11), (12, 13)]",9,10,True,10716
10715,14,2/3,1,1,"(1,)",8,7,"[(0, 1), (0, 10), (0, 12), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 8), (1, 9), (10, 11), (12, 13)]",9,10,True,10717
10716,14,1/3,1,2,"(0,)",4,3,"[(0, 1), (0, 10), (0, 12), (0, 13), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 8), (1, 9), (10, 11)]",9,11,False,10718
10717,14,2/3,1,1,"(1,)",8,7,"[(0, 1), (0, 10), (0, 12), (0, 13), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 8), (1, 9), (10, 11)]",9,11,True,10719
10718,14,1/3,1,2,"(1,)",4,3,"[(0, 1), (0, 9), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 8), (9, 10), (9, 11), (9, 12), (9, 13)]",8,11,False,10720
10719,14,2/3,2,6,"(0, 1)",8,6,"[(0, 1), (0, 9), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 8), (9, 10), (9, 11), (9, 12), (9, 13)]",8,11,False,10721
10720,14,1/3,1,2,"(1,)",4,3,"[(0, 1), (0, 9), (0, 13), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 8), (9, 10), (9, 11), (9, 12)]",8,11,False,10722
10721,14,2/3,2,6,"(0, 1)",8,6,"[(0, 1), (0, 9), (0, 13), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 8), (9, 10), (9, 11), (9, 12)]",8,11,False,10723
10722,14,1/3,1,1,"(1,)",4,3,"[(0, 1), (0, 9), (0, 12), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 8), (9, 10), (9, 11), (12, 13)]",8,10,True,10724
10723,14,2/3,2,6,"(0, 1)",8,6,"[(0, 1), (0, 9), (0, 12), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 8), (9, 10), (9, 11), (12, 13)]",8,10,False,10725
10724,14,1/3,1,2,"(0,)",4,3,"[(0, 1), (0, 9), (0, 12), (0, 13), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 8), (9, 10), (9, 11)]",8,11,False,10726
10725,14,2/3,2,6,"(0, 1)",8,6,"[(0, 1), (0, 9), (0, 12), (0, 13), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 8), (9, 10), (9, 11)]",8,11,False,10727
10726,14,1/3,1,2,"(0,)",4,3,"[(0, 1), (0, 9), (0, 11), (0, 13), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 8), (9, 10), (11, 12)]",8,10,False,10728
10727,14,2/3,2,6,"(0, 1)",8,6,"[(0, 1), (0, 9), (0, 11), (0, 13), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 8), (9, 10), (11, 12)]",8,10,False,10729
10728,14,1/3,1,2,"(0,)",4,3,"[(0, 1), (0, 9), (0, 11), (0, 12), (0, 13), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 8), (9, 10)]",8,11,False,10730
